comments,labels
"Di suatau hari di negeri kotot ada ni seorang manusia yang mau ngurus surat keterangan catatan kotok, <br>Dari pengalaman orang yang sudah penar mengurus nya, harus datang pagi 2, jadi datang lah mereka pagi hari dan apa yang terjadi di tunggu sampai siang dan pengurusan gagal, dengan tekat pantant menyerah mereka datang di hari ke 2 dan seperti yang kalian tebak, gagal lagi dong, dan di percobaan ke 3 apa yang mereka lakukan, mengikuti anjuran bisikan halus yang berbunyi, tambah duit nyaaa, dan yang di luar pemikiran galaksi bima sakti, surat keterangan catatan kotok siap tidak sampai 30 menit 😅😅😅😅😅. <br><br>Tolong di up bang terimakasih 🙏",0
Pasti di indonesia fix bujan negara lain,0
"Dari atas sampe bawah korupsi dan lelet, nunggu bubar aja sih menurut saya",0
Untuk pipis aja harus mengeluarkan uang 102k,0
🤣🤣🤣🤣,0
"Harus nya bsk2 numpang kencing di kantor pemadam kebakaran aja ya gess yaa, jelas ga anu itu sgala macem satset niat kerja,",0
Rajin ya bang  upload,0
bang😁 bikinin dunia kerja yg minta tolong di chat pribadi tapi negor salah di grup wa dong. terus yang suka ngasih no pribadi ke orang ga kenal tanpa tanya dulu. semoga kebaca😬,0
Good morning....<br>Absen dulu..👆👆👆👆,0
Jackpot bukan mimpi kalau main di 𝗣𝗟𝗨𝗧𝗢𝟴𝟴,1
Mulai dari kecil bisa dapet besar di 𝗣𝗟𝗨𝗧𝗢𝟴𝟴,1
SERIUS LU MIN UPLOAD TENGAH MALEM LAGI ???? 😂😂😂😂😂 UNTUNG AJA GW KAGAK TIDUR SCROLL SCROLL KETEMU CHANELL INI.. JADI GX TELAT NONTON 😅😅😅😅 SUKSESS TERUS TEKOTOK KOTOK KOTOK KOTOK... ❤❤❤❤❤❤,0
"<a href=""https://www.youtube.com/watch?v=mrI5grqGvPA&amp;t=296"">4:56</a>",0
Regulasi kurang ajar. Pingin mukul aja jadinya 😅😅😅,0
Ini bukan soal pipis,0
"Jadi ingat bayar, bayar, bayar 😅😅😅",0
Kayak polisi,0
Ceritanya spt real banget.,0
Negeri pungli,0
"Gua gak tau di daerah kalian tapi udah usia 30 ini saua merasa di sumbar itu birokrasi dah mudah. Pasien bpjs gak di pisah2, permintaan di dpmptsp lancar2, pengaduan layanan di tanggepin dan proses juga ya walau minusnya kurang2 gercep aja",0
Sumbar pemimpinnya bagus dan amanah,0
Kaya bukan Indonesia segala mudah,0
"​@@ultiumlabs4899 Minusnya ya ada juga tapi sebatas birokrasi semi otomatis, dia udah tersistem namun tetap butuh jenjang approval yang naik turun kita ngurusnya<br><br>Tapi ya gak di bertele-tele juga sih karena selesai juga😂",0
"​@@alibahagia8248masih Indonesia kok, masih masuk polisi lewat uang 😂, ada main ordal di sistem p3k dan sejenisnya 😅. Hanya birokasi gak terlalu ruet aja",0
"coba cek di peta, daerah situ masuk wilayah negara indonesia bukan?",0
​@@papadeliadi kira Bekasi planet tersendiri 😂,0
"Di Riau, khususnya Pekanbaru juga udah sama dgn Sumbar bang. Terutama yang selama ini ku rasakan sih gtu bg",0
​@@rezky178Ya gitu gak terlalu berbelit-belit lah. Tapi tetap ada juga minus2 nya seperti p3k ordal dan polisi masuk modal uang masih ada wkwkwkwkw 😂,0
Kyk pendaftaran online SMA jir lama dan sering error,0
👍,0
"Nahan kencing sampe Berjam jam sanggup tuh ,keren - keren",0
Bayar 100 ribu cuma buat kencing? Kan bisa kencing berdiri 😂,0
mukanya ngeselin banget😂kepingin geplak boleh gak bre😂😂😂,0
tapi ini bukan tentang kunci,0
Kencing saja di depaneja nya ....kelar deh...<br>😂😂😂😂😂😂😂,0
"Aku pernah di posisi itu beberapa kali, saat ngurus surat-surat. Mulai dari printer ngadat, jaringan ngadat, pimpinan yang nanda tangan gak di tempat dan lain2.",0
😂,0
kebiasaan calon korup kalo lagi ngomong di publik wkwk,0
wow,0
"bapak dulu saya arsitek di sebuah international company yang kalau gua sebut kalian pasti tau. produknya banyak bertebaran diminimarket dan sering dibeli bapak bapak. 15++ tahun tuh kerja disana udah biasa bikin denah bangunan, udah senior lah dan berpengalaman. bahkan keluar dari kantor itu bikin badan usaha sendiri dan ikut ngerjain projek projek perumahan besar. poin disini bukan untuk sombong tapi njelasin aje kalau beneran profesional ya. trus setelah pensiu nih mau bangun rumah pribadi lah sederhana ga ribet. 3x bolak balik ke &quot;kantor&quot; minta ijin bangun ditolak karena denanhnya menurut orang &quot;kantor&quot; itu salah perlu revisi. hampir 25 tahun berkarya didunia arsitek yaak dateng dateng dibilang denahnya ga sesuai sama yang seharusnya, karena bapak gua udah capek bayar lah itu sekian juta (diatas umr indo) ke orang di &quot;Kantor itu&quot; ga lama diproses tuh ijin bangunnya padahal denah nya ga beda jauhh beda dikit doang. bayar jutaan biar ijinnya keluar",0
"🤣🤣kantor pemda fix, kalo gk ya BPN",0
Pasti mau ngurus imb 😂,0
"gw pernah lagi, yang direvisi nambah label keterangan &#39;rangka atap&#39;, di sisi kanan. padahal di sisi kiri udah ada. <br>revisi gitu bayar seharga beat mber😆",0
di desa bangun tinggal bangun wkwk,0
Jgn d ikhlasin duitnya biar d bakar d alam kubur klo dia mati,0
anda konsul sambil ijin rekam biar tau kekuranganya... kalau dipersulit tinggal lapor atasanya atau chat online pengurusan di kantor itu biar segera ditindak oknumnya,0
Yakiiiiinnnn....???​@@satrioarch,0
malah curhat lo njeng,0
"oh PUPR ini, biasanya di Bidang tata (r)uang seksi pemanfaatan",0
​@@satrioarchyakin ditindak ?,0
"Bahasanya gimana dah, &quot;bapak dulu saya&quot; tanda bacanya gada",0
Saya dulu baru bapak​@@DailyvlogChannel28,0
Bahasa nya lebih diperhatikan ya​@@pcpwolverine8244,0
@@frilyagustian29 yng lapor ditindak,0
"​@@frilyagustian29 yang penting ada rekaman, tinggal viralin. Di negara iq 78 kan gak viral gak diproses",0
Pupr kah,0
"​@@DailyvlogChannel28&quot;dulunya saya bapak&quot;, gitu kali.",0
Biasa bangg..contok kecil dari proyek TUGU/PATUNG di indo kebanyakan juga begitu,0
@@gd1529aduh jangan di spille,0
@@santoimam2876 benerkan,0
@@satrioarch ribet bang sumpah ribet gatau ya kalau skrng,0
@@pcpwolverine8244 geregetan bang,0
@@DailyvlogChannel28 typo bang Bapak saya dulu,0
@@hikmahid9994malah nanti diaudit harta kekayaannya pasti ada aja yang salah denda ini denda itu😂,0
​@@msblezzano3152 harusnya ada tanda baca biar tau yg mau diceritain itu bapaknya atau mau kasih tau tentang dia,0
"​@@taringiblisbisa jadi, aku jadi keder bacanya tulisan dia 😅",0
❤❤,0
Kapan ngurus SiM jd seumur hidup? Jd ga sih??,0
"<a href=""https://www.youtube.com/watch?v=mrI5grqGvPA&amp;t=87"">1:27</a> = 🛵",0
Bayar bayar bayar,0
Semua tergantung uang kalo uang yang di keluarkan banyak langsung gas kalo kurang ya nanti-nanti 🗿,0
1 jam nih bang,0
Ini nyindir bayar2,0
SUKSES ALLAH SWT AMIN YOUTUBE<br>TEKOTOK,0
sering terjadi di jkt dan jabar ga sih klo ada masalah pungli😂😂,0
"Sekarang Jabar keren, di babad semua sama Bapak Aing. Itupun masih ada aja warga yg nyinyir.Mungkjn warganya pengen gak ada perubahan ke arah yang baik.",0
Berokrasi t*i,0
Itulah wajah birokrasi negeriku,0
Cuma ada di negri 💩✨ kotok dah..,0
"<a href=""https://www.youtube.com/watch?v=mrI5grqGvPA&amp;t=106"">1:46</a> pengen nampol nya nyata euyy 😩🤣😭🙏",0
Tapi ini bukan tentang kencing,0
Gratis pip&#39;s di botol bang,0
Gratis pip&#39;s di botol bang,0
Ini mah kelakuan polisi kalo ngurus kasus motor hilang,0
Aselii,0
Whopp whoppp,0
"Heeh hati&quot; anda kalo ngomong, itu cuma oknum ya",0
"​@@dinarta2888Maap, bicara fakta bang..... Wkwkkwkw😂",0
😂😂😂😂😂🥶🥶🥶🥶🥶😎✅️😎😎,0
​@@dinarta2888 Oknum ko&#39; banyak om ?😂,0
good,0
😂😂😂 heo,0
REAALLL ATASAN GUE BEGINI,0
wkwkwk  ngurus ktp negeri kotok,0
grecep,0
sue,0
BANG COBA BUAT DENGAN TEMA &quot;HANTU BARAT&quot;. ❤,0
Terus nanti lanjut ama hantu belahan dunia laenn❤,0
Ngeselin anjirr endingnya pengen kesel terus pipisin tuh muka penjaga nya gedeg bett,0
Tekotok teman begadang terbaik ku🗿🗿🗿,0
Hadir sblm ribuan,0
"Udah &quot;BAYAR&quot; loh gua,padahal seharusnya &quot;GAK BAYAR&quot; tapikan namanya di negeri &quot;KAMI&quot; tercinta gitukan biar &quot;DIPERMUDAH&quot; kita dengan &quot;INISIATIF dan KESADARAN PENUH&quot; yaudahlah.. <br>Tapi eh tapi mentang-mentang warga sini &quot;BAIK&quot;yak,lama-lama dibaikin malah &quot;NGELUNJAK&quot; anygg!!!!",0
"betul sih bang,gua tambahin nih bang,yg di atas pada neken bawah,sambil foya foya,yg kalangan bawah demen nyari keributan antar sesama kalangan bawah,udh kyk lingkaran setan,hal negatif KL yg ngelakuin berjamaah jadinya positif,wajar,dapat di terima,sedang hal positif KL yg ngelakuin sendirian bisa jadi negatif,GK wajar,tidak dapat di terima,semua bisa di atur sesuai kepentingan,yg bikin gua sendiri gedek,,kpn masyarakat bawah yg pada pas Pasan hidupnya,bahkan miskin,bisa berubah pola pikirnya,gimana yg bawah bisa ke atas KL demen ribut sendiri,bikin gaduh,mlh jadi tontonan kalangan atas,kebodohan masyarakat kita di level mencengangkan",0
Betul bre,0
ini sih real polisi indo ya..😂😂,0
keburu jadi batu ginjal😅🤣🤣,0
Ke inget urus berkas di staff pelayanan kampus bregg bnyak alasan nya😂😂,0
Tengah malam dong 😅,0
Aku ngerti maksud animator wkwkwk,0
polisi di konoha gk si ?,0
𝘈𝘯𝘪𝘮𝘢𝘴𝘪 𝘮𝘢𝘭𝘢𝘮 𝘩𝘢𝘳𝘪𝘢𝘯❤🇵🇸,0
ok,0
":lepaskan saya lepaskan saya,hei kamu lepaskan saya",0
"Pak Polll 😅😅😅, baksoo",0
Soooo baksoooo ting ting ting ting,0
porsis kayak pengalaman lagi 😅,0
"oh yang katepe itu yak?<a href=""UCkszU2WH9gy1mb0dV-11UJg/E8MfY5u7JPSXkNAP95GAmAE""></a>",0
"Percis kaya kmrn di SPBU, perut dah gak kuat mam bab tapi air mampet gak ada. Mana harus bayar juga, yg jaga gk berguna😂 akhirnya ku bab dgn menularkan wangi2 yg sedap😂😂",0
fun fact : ini bukan soal pipis😂😂😂,0
Seru banget bg,0
Woy bg,0
Nyindir aparatur negara/police,0
Birokrasi nya kek di negeri wakanda,0
Ini bukan tentang kencing.,0
Berharap sm yg ghoib lebih cepat drpd berharap sm yg jelas2 nyata 😂,0
"coba bahas kenapa orang yg jaga itu jutek, jujur gue jutek juga sih karna bos banyak mau, kerja lebih dari 12 jam, gaji segitu segitu aja, libur potong gaji jadi ya kayak gimana ya, keluar kerjaan, cari kerjaan susah.",0
"Itu udah lu jawab, gaji dikit kerjaan gak ngotak",0
wkwk,0
"​@@danielaryasatya4407susah bang idup di indo,mau resign setengah mati nyari kerjaan Laen,di pertahanin makin makan ati,apalgi yg udah berkeluarga mukanya makin cepet penuaan,batinnya kesiksa,temen gua Ampe kena tipes,ujungnya resign juga dia,mlhn dia nyesel knp resign harus nunggu kena tipes dulu,coba dari dulu,urusan rejeki udah ada yg ngatur tinggal berusaha aja,itu kata dia 2 bulan yg lalu yg skrng dia nyesel udah resign,nganggur 2 bulan tiap hari kena omel bini😅,pelajaran yg dapat di ambil,,,,susah idup di indo,untuk ngidupin keluarga yg kata temen gua,GK perlu muluk2 cukup dapur ngebul,anak bisa sekolah butuh perjuangan besar,jiwa dan raga harus lebih kuat dari baja,oleng dikit ya wasalam",0
"Jangan jutek klo kerja,ga ada untungnya jutek. Klo ga suka kerja situ, keluar aja, yg gentle aja jadi orang. Klo masih mo kerja disitu lakukan dgn all out.",0
Pasar sepi bg,0
Iya,0
Banggg,0
"<b><a href=""https://www.youtube.com/watch?v=mrI5grqGvPA&amp;t=153"">2:33</a></b> 🗿🗿",0
uploadnya jam segini bjir,0
Fans tekotok yg jarang comen sini kumpul😁,0
17.06,0
"Warga kotok, tolong ketika bertamu jangan tanya &quot;apakah ada WC di rumah ini?&quot; dikira tuan rumah berak di celana apa gimana.",0
"Film nice👍<br><br><a href=""https://youtube.com/@bigdream_drama?si=X6dt4IqDRdO_e5Bh"">https://youtube.com/@bigdream_drama?si=X6dt4IqDRdO_e5Bh</a>",0
Pipis doang pake jaringan si anying 😂😂😂,0
"Gue pernah ngalamin ginian, rasanya pingin nonjok yg jaga sumpah 😤",0
Susah amat kencing saja di belakang pohon khan anda cowok kecuali anda cewek atau transpuan susah deh kencing di belakang pohon nanti diintipin 😂🤣,0
"<a href=""https://www.youtube.com/watch?v=mrI5grqGvPA&amp;t=7"">00:07</a>😅",0
wwaww,0
"<a href=""https://www.youtube.com/watch?v=mrI5grqGvPA&amp;t=156"">2:36</a> mukanya ngeselin",0
iya kek muka bapak lu😆🤣🫩,0
​@@OkxGass hahaha 😐,0
​@@OkxGasshahaha 😐,0
⁠​⁠@@OkxGasshaha NPC😆🤣,0
​@@OkxGasshahaha 😐,0
​@@OkxGasshahaha😐,0
​@@OkxGass🤡,0
​@@OkxGassLucu bang?,0
​@@OkxGass Original banget jokesnya kak 😐,0
​@@OkxGass wuahahahaha lucu banget bro 😐,0
"Hiburan yang seru dan menguntungkan, ya cuma di 𝐃O𝑅A𝟳7 tempatnya! 🈳",0
50rb cuma buat kencing😂,0
50nya 2 kali itu bg kwkwkww<br>mungkin malah 3 kali kalau gak di cut,0
😅😅,0
"<a href=""https://www.youtube.com/watch?v=mrI5grqGvPA&amp;t=151"">2:31</a> vespa wkwkwk",0
rawrr,0
5 menit lalu😂,0
Udahhh nonton tidurrr,0
gas,0
"Ngantuk tp ada notif, melek dulu lah 3 menit hahaha",0
"Hari ini gw ultah breee,,hbd to me🎉😊",0
Wiiiiiii semangat,0
Mau kencing susah amat😂,0
waw...,0
Gileee,0
First pertama bang,0
"Jangan Sampai Mempersulit Orang Dengan Memungut Uang Dari Orang,Karena Orang Juga Butuh Uang Dirumahnya.Ramein Kontenku.",0
Nonton sambil ngigo,0
"Mantappsss, bisa lah ni masuk awwalan😁",0
Aduh,0
Malem banget jir,0
"udh biasa bng, dari dulu",0
3 mnt🎉,0
tap tap layar gaes,0
Rajin bgt bang,0
Maen malam bre😂,0
😂,0
uhuyyyy,0
Bisa bisa nya si Beto. Jam 12malam,0
Tumben upload jam segini bre,0
Yang sengaja nungguin up tekotok ✋,0
absen om,0
pipis gratis di bawah pohon 😂😂😂,0
Tapi ini bukan tentang pipis 🙂,0
Nahhh 😅,0
Ga paham ni bocil😅,0
Kasus apa nih,0
Kalo pipis dibawah pohon ntar disamperin orma… eh kuntilanak maksudnya. Katanya belom ijin pemilik daerah sana.,0
Tekotok bukan animasi untuk anak kecil dek,0
Jir<br>Tumben gw bisa kgk tlat,0
Jam malam bre,0
Kok ada manusia lebay kek lu gini😂😂😂,0
Turu brek 😝😝😝,0
gass,0
17,0
kelass cuy sesuai jam tayang,0
Kedua,0
"Epik moment nyi kotok kadal gesss meong <a href=""https://www.youtube.com/watch?v=mrI5grqGvPA&amp;t=205"">3:25</a> 😻😻😻",0
Pertama,0
Hadirr,0
gass gass,0
Second,0
😬,0
njirrr telat,0
Ketigaaa,0
ke 10,0
First pertama bang,0
Hmm,0
firstt🎉,0
Ga nanya,0
​@denisbeban13 dih sok asik bet dah,0
First,0
Pertamax,0
"Tidak bisa di bandingkan dgn Pakistan. <br>Pakistan unggul karena punya pesawat peringatan dini AWACS, bukan karena J10nya..<br>sedangkan India tdk punaya pesawat peringatan dini AWACS.",0
Katanya tercanggih termahal faktanya kalah sama yg murahbalik hina kok marah janganlah sombong dan angkuh,0
Ambik semua kat kanoha.....sedas pesan 40 unit....,0
Rafale hanya mendunia di Internet. Provokasi adalah penting untuk perniagaan,0
"Rafale memang canggih.rudal barat memang akurat,kalau dipakai mereka sendiri.  Kalau dijual kualitas nya tidak lebih dari pesawat latih cina dan roket.😂😂😂",0
Fakta lapangan rafale rontok di rudal j.10.c...sdh lah prancis jgn salahkan siapa siapa memang jelek hanya promosi nya aja yg di besar besar kan .india ketipu aja beli barang jelek tapi mahal .hahahaahaaaaaa,0
bakal di adu teknologi nh..... j10 vs rafale..... langsung di beli.......,0
"TBF kualitas pilot Paj*et  ga yakin bisa saingin pilot NATO, bahkan china/pakistan",0
"Eropah nantinya minder untuk produksi pesawat tempur, memang kenyataan sdh jatuh",0
Rafale pesawat bosok banyak masalah,0
Fakta Rafale rontok oleh J-10C. Apakah memasarkan menggunakan data itu salah ? Itu hal lumrah dalam teknik penjualan karena tanpa fakta bisa dianggap Hoax.,0
Kalo mau lanjut rafale sekalian cn235 versi awacs nya biar klop,0
"Semua negara produsen pengen penjualanya laku di pasaran,sebagai negara konsumen kita harus bisa memilih apa yang memang di butuhkan...",0
"Kuncinya, clear kan dulu masalah laut Natuna baru bisa lebih open utk pespur tiongkok.. Semua ada pertimbangan yg matang, melihat kasus KF.. Sekian lama indo gantung  projeknya krn ad mslh engineer ditahan , tp setelah dibebaskan pihak indo lgsg ontrack, opini saja sih😅",0
Waktunya minta ke Perancis agar Dassault menyediakan platform AWACS dipasang di Dassault Falcon 8. TNI AU uda punya 2 utk VIP. Beli lagi 2 utk AWACS kalo anggaran ada,0
bkn rafale yg jelek tp ada pesawat awsc &amp;  rudal jarak jauh yg lebih bgs yg semua terintegrasi dgn pespur j 10,0
Apa sih yg gak mahal terkenal asal dari prancis...🤭,0
Jadi meragukan kehebatan Rafale hanya bagus di brosur nyatanya buruk kwalitasnya di beli mahal mahal hanya bagus sebagai demo atraksi udara.,0
Hasil yang bicara 😂,0
"Yang jelas faktanya memang Rafale gak seperti yg dibangga&quot; kan dan kalah dari pesawat China,,itu Fakta😅😅",0
Dh mahal kopong banyak alasan 😂😂,0
Mending coba dulu. Beli 1-2 skuadron j10c. Coba bandingkan dgn rafale yg dibeli buat bahan pertimbangan. Paralel Indonesia timur jg akan lebih aman &amp; siap tempur.,0
Untuk apa beli pesawat barat kalau mau nembak harus minta izin dulu,0
Klo Indonesia beli pesawat tempur china susah karna ada konflik kepentingan di LCS,0
Tuduh boleh tapi harus disertai bukti kalau tidak ada bukti maka menjadi fitnah. Dan fitnah itu lebih kejam dari pembunuhan😂😂😂😂,0
tetap masih bagus rafale .............,0
"Wajar di olok olok, biar prancis geram dan akhirnya menjual seluruh teknonya ke indonesia. Sebagai pembeli terbesar😮.",0
Makanya konoha harus minta source code rafale  agar mampu di modifikasi sendiri sesuai kebutuhan kalontidak akan seperti India baru lepas landas jadi bebek goreng.,0
❤❤❤,0
Hahaaaa ngakaak. Min min bikin hoax? Ngr china tdk pernah profokasi spt itu? Cek fakta,0
"Klo Indonesia beli jet china ya rada² gimana, secara ancaman di LCS dan Natuna China sendiri. Makanya Pak Prabowo beli alutsista buatan barat tentunya yg lebih netral(?) dan minim embargo. Juga lebih baik lagi Indonesia membeli pesawat AWACS beh jos",0
Pesawat Awacs adalah kuncinya.,0
iklan lagi,0
Sama aja . Klo pesawat2 china yg jatuh . Pasti  di olok2 .😂😂<br>Saling menjatuhkan<br>Pswt china untuk lwan us . Bukan pswat2 prancis,0
Ya Dassault nya yg hrs evaluasi..mulai dr peningkatan jangkauan rudal BVR khususnya evaluasi eccm SPEKTRA yg konon katanya terbaik itu..klo gak mampu jamming rudal PL15 yg pake active seeker ya siap2 rontok lagi,0
Udah biasa boszzz kalo bisnis mah suka gitu 😅,0
"Cina bukan menghina rafale,tapi memang benar pswt rafale kalah di medan tempur oleh j10 yg di pakai pakistan",0
"Semula China tidak menghina rafale, tp skrg sudah berubah. <br>Lagipula rafale bukan kalah oleh j10. Rafale dan j10 tidak pernah berdogfight. Rafale berdogfight dgn JF17.<br>J10 hanya meluncurkan rudal dr posisi spektator. Rudal dibimbing aew/c paf. <br>Jadi pilot j10 bahkan tidak tahu siapa yg mereka tembak, ataupun jarak dan altitude mereka, karena pilot j10 tdk menyalakan radar mereka. Dgn kt lain mereka &quot;blind&quot;. <br>Mereka hanya ditugaskan menekan tombol tembak pl15, selanjutnya urusan operator aew/c paf utk membimbing rudal ke &quot;arah&quot; rafale.<br>Itu pun hanya sampai radius 10km dr rafale, berikutnya operator menyalakan radar pada pl15. Inilah radar tembak yg sesungguhnya.<br>Jadi pilot rafale tidak pernah tahu dirinya ditembak, karena radar tembak baru aktif ketika jarak rudal dan pesawat tinggal 10km saja.",0
