labels,comments
0,"Houston Trip Vasant, jadi maaf atas namanya. . . Anda, bukan ""Vance"", pria lain di tim PR saya, yang harus dimasukkan dalam hal ini. . . sangat menyesal . . Saya baru saja keluar dari telepon dengan ""Vance"" sebelum saya menulis ini. Saya menulis ini dari ""liburan - hari - di - saya - rumah"". . Yang bisa saya katakan, bagian ""liburan"", saya harus mulai mengambil secara harfiah! Selamat berlibur ! - - Christie. - - - - - - - - - - - - - - - - ' - - - - - - - - - - - - - - - - ' Enron, Michael B Rosen / Hou / ect @ ect, Jeffrey A Shankman / Hou / ect @ ect, Vince J Kaminski / Hou / ect @ ect CC: Clay Degiacinto @ Enron, Deepa Mallik @ Enron, Dennis Feerick @ Enron, Edson Ootani @ Enron, Gustavo Palazzi @ Enron, ""Heather N. Thorne (E - Mail)"" @ Enron, Jack Rejtman @ Enron, Jaideep Singh @ Enron, Jason Cummins @ Enron, Joshua Leventhal @ Enron, Kim Whitsel @ Enron, ""Louis A Thomas (E - Mail) "" @ Enron, Murat Camoglu @ Enron, Nick Levitt @ Enron, Omar Bassel @ Enron, Pat Henahan @ Enron, Ram Vittal @ Enron, Steve Lessar @ Enron, Tulika Bhalla @ Enron, Vincent Chen @ Enron, weigelt @ enron, fap @ enron, ""'Christie. Patrick @ Enron. com '"" @ enron,""' vkamins @ enron. com '"" @ enron, piazze @ wharton. upenn. edu subjek: houston trip Halo semuanya! Mengenai proyek riset tim harimau perjalanan, ini adalah rsvp yang saya terima: jaideep singh dennis feerick kim whitsel"" dan tim 1 """" Ram Vittal Heather Thorne Pat Henahan Vincent Chen Jack Rejtman Deepa Mallik Josh Leventhal Edson Otani Omar Bassal Stephen Lessar Clayton Dediocinto. Catatan: Heather dan Jack telah meminta untuk tinggal di Houston sampai hari Minggu (pengeluaran lain dari udara, Beyonfd Jumat di Enron akan diperbarui akan diperbaiki secara individual. Borne). Donna, maukah Anda meninjau daftar ini, menambahkan nama individu ""Tim # 1), tambahkan fakultas tambahan, t. A . dll, yang akan hadir, dan kembali ke daftar ini kepada saya dan asisten saya, ""Melinda McCarty"" yang akan memulai pengaturan. Juga, jika orang lain lebih suka Sunday Returns ke Phily, dengan persyaratan yang sama menawarkan Heather dan Jack, mohon tunjukkan selambat -lambatnya hari Selasa, Desember. 20. Harap beri tahu Donna, yang kemudian akan mempersiapkan dan meneruskan kepada saya dan asisten saya Melinda (alamat e - di atas) satu daftar peserta yang lengkap dan dikonfirmasi. Rencananya adalah meninggalkan Phily pada Kamis sore, tiba di akhir hari Kamis, makan malam di Churrasco's South America Restaurant Kamis malam bersama saya, Vince, Vance, Jeff Shankman, dan mungkin beberapa lainnya dari Enron. Hotel Kamis malam dan transportasi darat melalui kembali ke bandara akan diatur oleh Enron. Jumat akan dicadangkan untuk Tur Enron, dan pertemuan individu yang ingin ditetapkan tim dengan anggota dari unit bisnis yang bervariasi, pengembalian akan dijadwalkan untuk awal malam Jumat, kecuali bagi mereka yang memilih untuk menginap hingga Minggu. Sekali lagi, kecuali untuk kembali ke bandara dan tiket pesawat, pengeluaran di luar Jumat sore akan ditanggung oleh masing -masing siswa (meskipun kami mendorong Anda untuk tinggal dan melihat -lihat kota besar Houston ini!). Terima kasih Donna, atas bantuan langsung Anda dengan ini - - Vinve, Vance, Jeff dan saya sangat senang dengan perjalanannya! ! salam ! - - Christie."
0,"Re: Kontak Departemen Penelitian Silakan hubungi Stinson Gibner (VP), Vince Kaminski (MD Enron Research) atau satu staf teknis mereka yang melakukan pengembangan model: Samer Takriti atau Chonawee Supatgiat. Seperti yang saya sebutkan dalam pertemuan kami, Enron Research dikelola dengan beberapa pengembang model risiko terbaik dan EBS telah melibatkan mereka untuk mengembangkan alat optimisasi untuk kegiatan perdagangan dan penetapan harga pelanggan. Phil Markwart telah menjadi pakar teknik optik kami yang membantu menentukan persyaratan untuk kelompok penelitian. Ravi. P . S . Bagi mereka yang tidak tahu Dan, dia adalah bagian dari tim (Dan tolong perbaiki saya jika saya salah di sini!) Yang akan bertanggung jawab untuk mengembangkan sistem perdagangan untuk org perdagangan bandwidth. Dia juga mulai melihat kebutuhan optimasi sistem. Dan Cummings 07/10 / 00 09: 33 pagi untuk: Ravi Thuraiingham / Enron Communications @ Enron Communications CC: Subjek: Departemen Penelitian Hubungi Ravi, Siapa yang bekerja di mesin optimasi yang Anda sebutkan pada hari Jumat? Dan"
0,"Punya buku dan kertas, terima kasih! Orang -orang FedEx menurunkan mereka minggu lalu, dan saya dengan senang hati membaca. terima kasih ! Keith Baggerly"
0,"Re: Wawancara Marshall, maaf atas keterlambatan menanggapi Anda. Orang -orang SDM saya diminta untuk menghubungi Anda, kandidatnya. Vince Marshall Brown pada 03/27/2001 02: 36: 12 siang untuk: ""'Vince Kaminski'"" CC: Subjek: Wawancara Vince, saya memiliki dua kandidat berbicara dengan Zamin Lu pada 3/14/01 dan 3/16/01 . (masing -masing Renshi Zhang dan Bill Koures). Saya tahu Anda berada di London minggu lalu. Jika Anda bisa memberi saya umpan balik (baik positif atau negatif) sesegera mungkin, saya akan menghargainya. Salam, Wakil Presiden Marshall Brown Robert Walters Associates Telepon: 212 - 704 - 0596 Faks: 212 - 704 - 4312 Marshall. Brown @ Robertwalters. Perhatian: Kiriman elektronik yang dikirim melalui internet tidak aman dan dapat dicegat oleh pihak ketiga. Email ini dan file apa pun yang ditransmisikannya bersifat rahasia dan dimaksudkan semata -mata untuk penggunaan individu atau entitas kepada siapa mereka ditangani. Jika Anda telah menerima email ini dalam kesalahan, harap beri tahu System Manager. Catatan kaki ini juga mengkonfirmasi bahwa pesan email ini telah disapu oleh Mimesweeper untuk keberadaan virus komputer."
0,"Otorisasi Robert, silakan temukan di bawah otorisasi untuk Studay, seperti yang telah kami bicarakan selama panggilan konferensi kami sebelumnya hari ini. Otorisasi Saya mengesahkan Henwood Energy Services, Inc. , untuk menyediakan tarif per jam yang dinyatakan dalam proposal tanggal 29 Des. 2000, analisis sistem listrik India dan evaluasi pengiriman pabrik dabhol. Hasil studi dan informasi yang disediakan oleh Enron akan dianggap rahasia dan akan tunduk pada perjanjian kerahasiaan yang akan disiapkan oleh Enron dan diserahkan kepada Henwood. Sandeep Kohli, Wakil Presiden, Enron."
0,"Peluang Musim Panas Vince: Saya memang menerima pesan telepon Anda tentang musim panas, tetapi saya masih belum mendengar dari Enron tentang tawaran untuk pekerjaan musim panas. Saya memiliki penawaran lain dengan perusahaan energi lain yang harus saya tanggapi minggu ini. Bisakah Anda memberi tahu saya sesegera mungkin jika tawaran akan dilakukan untuk saya. Hormat kami, Kimberly Whitsel Wharton MBA Calon 2002"
0,Permintaan Dikirim: Permintaan akses untuk YouYi. Feng @ Enron. com Anda telah menerima email ini karena Anda terdaftar sebagai pemberi data data alternatif. Silakan klik persetujuan untuk meninjau dan bertindak berdasarkan permintaan ini. ID permintaan: 0000000000225307 PEMBERITAHUAN: STINSON. Gibner @ Enron. COM Permintaan Buat Tanggal: 3/23/01 9: 23: 49 AM diminta untuk: YoYi. Feng @ Enron. Nama Sumber Daya Com: \ \ Enehou \ Houston \ Common \ Research - [Baca / Tulis] Jenis Sumber Daya: Direktori
0,"Re: Enron Cover Letter & Resume untuk Dave Gershenson Vince, terima kasih atas tanggapan email Anda yang sangat cepat. Saya menyampaikan pesan Anda kepada Dave. Terima kasih juga untuk makan malam yang menyenangkan dan hari rapat minggu lalu. Saya sangat menikmati kesempatan untuk belajar lebih banyak tentang Enron, dan sangat terkesan dengan semua orang yang saya temui. Berharap dapat bekerja sama dengan Anda beberapa bulan ke depan! ! Cheers, Vincent - - - - - Pesan Asli - - - - - Dari: Vince. J . Kaminski @ Enron. com [Mailto: Vince. J . Kaminski @ Enron. com] Dikirim: Rabu, 17 Januari 2001 2: 39 PM ke: Chenvinc @ Wharton. upenn. Edu CC: Vince. J . Kaminski @ Enron. Subjek COM: Re: Enron Surat Pengantar & Resume untuk Dave Gershenson Vincent, saya telah meneruskan resume ke analis / associate pool kami dengan rekomendasi untuk menerima David sebagai magang musim panas. Saya menyatakan minat untuk membawanya ke dalam kelompok saya. Dia mungkin, tentu saja, bekerja untuk unit Enron yang berbeda. Itu terserah dia dan saya tidak akan tersinggung jika dia ingin pergi ke perdagangan atau berurusan dengan asal. Vince"
0,"Re: Magang musim panas Vince, kami belum memulai perekrutan musim semi kami. Namun, kami akan meninjau dan memberi tahu dia bahwa kami memiliki minat dan memberi tahu dia kapan kami akan mewawancarai di kampus. Terima kasih Althea dan Shelly, harap melacak resume -nya sehingga ia dianggap untuk posisi musim panas ketika kami memulai perekrutan musim semi. Terima kasih Vince J Kaminski @ ECT 11/15 / 2000 07: 39 AM TO: Charlene Jackson / Corp / Enron @ Enron CC: Vince J Kaminski / Hou / ect @ ECT Subjek: Magang Musim Panas Halo Charlene, saya meneruskan resume Anda dari seorang siswa dari Berkeley. Kami sangat ingin membuatnya sebagai magang musim panas dengan kelompok saya. Tolong, beri tahu saya jika program Anda dapat mengakomodasi dia. vince - - - - - - - - - - - - - - - - - - - - - - - - Dikeret oleh Vince J Kaminski / Hou / ECT pada 11/15 / 2000 07: 44 AM - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Ezequiel Luis pada 11/13 / 2000 04: 23: 23 PM ke: vkamins @ enron. Com CC: Subjek: Magang Musim Panas Mr. Kaminski Saya sedang mengejar M. S . di IEOR di UC Berkeley. Saya menghadiri pidato yang Anda berikan beberapa minggu yang lalu. Saya tertarik dengan posisi magang musim panas yang tersedia di Enron. Anda akan menemukan resume saya terlampir. Hormat kami, Ezequiel luis este mensaje fue enviado desde http: / / commcenter. infosel. com internet gratis http: / / www. Terra. com. MX / Terralibre - Lanjutkan Elm. dokter"
0,"Journal of Applied Corporate Finance Vince: Saya harap Anda menerima edisi musim dingin JACF. Artikel Anda bagus. Banyak masalah dan tema yang diangkat dalam bagian itu dapat diperluas. Hal yang sama berlaku untuk diskusi meja bundar yang termasuk gen Humphrey. Akhirnya . Saya ingin mendapatkan penilaian Anda terhadap artikel opsi nyata yang saya tulis dengan Gordon Sick. Salam, John L. McCormack SVP, Stern Stewart & Co. 212 - 261 - 0740 CATATAN: Informasi yang terkandung dalam pesan ini mungkin istimewa dan rahasia dan dilindungi dari pengungkapan. Jika pembaca pesan ini bukan penerima yang dituju, atau karyawan atau agen yang bertanggung jawab untuk mengirimkan pesan ini kepada penerima yang dituju, dengan ini Anda diberitahu bahwa setiap penyebaran, distribusi, atau penyalinan komunikasi ini dilarang secara ketat. Jika Anda telah menerima komunikasi ini secara salah, harap segera beri tahu kami dengan membalas pesan dan menghapusnya dari komputer Anda. Terima kasih . Stern Stewart & Co."
0,"Ikuti - Up on Captive Generation Vince / Stinson, silakan temukan di bawah dua lampiran. Spreadsheet Excell menunjukkan beberapa perhitungan tentang penghematan dari menggunakan daya dabhol sebagai terhadap genset diesel yang beroperasi pada tingkat panas yang lebih tinggi. Ada juga perbedaan harga diesel, seperti terhadap naphtha yang digunakan oleh tanaman. Saya telah mengambil data dari Bill of DPC Septemer. Kami tidak ingin memberikan angka aktual kepada pers, karena mereka cenderung memiliki hari lapangan dengan harga energi 6 sen / kWh dari dabhol yang tercermin di sana. Lampiran Seond (Word) memiliki kata -kata yang saya pikir dapat kita kirim ke pers. Harap tinjau perhitungan dan catatan, iklan jika Anda menemukan ini memuaskan, silakan teruskan ke Jeff / S. Saya tersedia di ponsel jika Anda memiliki pertanyaan o klarifikasi. Jumlah (610 MW) untuk generasi tawanan total di Maharashtra) diambil dari presentasi Mohan Gurunath tentang ini. Salam, Sandeep."
0,"Re: Tindak lanjut Powerisk 2000 di Re Weatherdelta Vince, saya akan menghubungi mereka dan mengatur rapat. Alex Vince J Kaminski @ ECT 10/30/2000 10: 21 pagi untuk: Alex Huang / Corp / Enron @ Enron CC: Joseph hrgovcic / hou / ect @ ect, vasant shanbhogue / hou / ect @ ect, vince j kaminski / hou / ect @ ect, Lance Cunningham / Na / Enron @ Enron, Sevil Yaman / Corp / Enron @ Enron, Stinson Gibner / Hou / ECT @ ECT Subjek: Powerisk 2000 tindak lanjut di re weatherdelta Alex, dapatkah Anda mengatur pertemuan untuk meninjau ini produk. Mereka memiliki kantor di Houston. Tolong, undang orang dalam daftar distribusi. vince - - - - - - - - - - - - - - - - - - - - - - - - Dikeret oleh Vince J Kaminski / Hou / ECT pada 10/30/2000 10: 26 AM - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Denton Mike pada 10 /24 /2000 10: 14: 04 AM ke: vkamins @ enron. COM CC: Subjek: Powerisk 2000 Tindak lanjut di Re Weatherdelta MR. Kaminski ,? Nick Perry dan saya baru -baru ini membahas konferensi di Paris, dan kami berkumpul bahwa Anda memiliki minat untuk mengeksplorasi kemungkinan penggunaan alat weathdelta baru kami - kit. ? Ini adalah satu -satunya aplikasi yang kita ketahui, itu bisa? Suhu model, beban, dan harga daya di beberapa lokasi secara bersamaan: sehingga memungkinkan pengguna untuk mengukur nilai risiko dalam berbagai instrumen keuangan, kewajiban fisik dan aset. ? Saya telah melampirkan lembar tinjauan produk, dan akan dengan senang hati mendiskusikan kemampuannya dengan Anda sesuka Anda. ? ? ? Nick dan saya mengirimkan salam kami,? Wakil Presiden NA Strategic Consulting Caminus 747 Third Avenue, Lantai ke -18 New York, New York 10017 (212) 515 - 3667? ? - Weatherdelta. pdf"
0,"Re: Dukungan untuk Exotica Steve, saya harus menyusun pengumuman dan mengirimkannya ke John Sheriff. Saya akan melakukannya akhir pekan ini. Vince Steven Leppard 10/13 / 2000 09: 27 pagi untuk: Vince J Kaminski / Hou / ect @ ect CC: Subjek: Re: Dukungan untuk Exotica Hi Vince Good Luck Calling Anjam. Dia sepertinya tidak pernah menjawab ponselnya ketika Sharad memanggilnya untuk melacaknya. Selanjutnya dia tidak bekerja sampai Selasa. Saya telah meminta Tani bertanya apa yang terjadi pada pengumuman tentang janji temu baru saya. Ada kemajuan di sana? Cheers, Steve Vince J Kaminski 13/10/2000 14: 44 TO: Steven Leppard / Lon / ect @ ect CC: Vince J Kaminski / Hou / ect @ ECT Subjek: Re: Dukungan untuk Exotica Steve, saya menelepon anjam untuk memberikan untuk memberikan anjam untuk memberi untuk memberikan anjam untuk memberikan anjam untuk memberi anjam untuk memberi anjam untuk memberi anjam untuk memberi anjam untuk memberi anjam untuk memberi anjam Dia tenggat waktu tentang pindah ke Houston. Jika dia memutuskan untuk tinggal di Houston, Anda harus bertemu dengannya untuk menyampaikan kekhawatiran mengenai penampilannya. Vince Steven Leppard 10/13 / 2000 03: 50 pagi untuk: Vince J Kaminski / Hou / ect @ ect, Stinson Gibner / Hou / ect @ ect, dale surbey / lon / ect @ ect, tani nath / lon / ect @ ect / lon / ect @ ect, tani nath / lon / ect @ ect / ect / ect @ ect, tani nath / lon / ect @ ect / ect CC: Paulo Issler / Hou / ect @ ect, sharad agnihotri / lon / ect @ ect, zimin lu / hou / ect @ ect subjek: dukungan untuk exotica semua investigasi sharad status eksotika di london telah muncul dengan sangat eksotika di sharad telah menjadi sangat sangat muncul sebuah eksotika sharad di london telah muncul dengan sangat eksotika sharad Keadaan yang bingung. Ini tidak dibantu oleh fakta bahwa: 1. Anjam jarang di mejanya, dan tidak dapat ditemukan di mana saja di gedung. 2. Ketika dia ada di sekitar, dia tidak mau atau mampu memberikan semua informasi yang mungkin dibutuhkan Sharad untuk mendukung eksotika. Ini mengkhawatirkan karena sebagian besar bisnis kami tergantung pada validitas penilaian Exotica. Sharad sekarang akan meminta informasi dari Anjam melalui email untuk meninggalkan jejak, dan saya ingin mengingatkan Anda tentang fakta bahwa Sharad akan menjadi Anda di email ini. Jika hal -hal tidak akan segera meningkat, saya mungkin perlu meminta bantuan dalam mengekstraksi informasi ini dari Anjam. Terima kasih banyak, Steve"
0,"Re: A / A Program Pertanyaan Vince, terima kasih atas dukungannya. Gwyn Vince J Kaminski @ ECT 10 /24 /2000 04: 38 PM untuk: Gwyn Koepke / na / enron @ Enron CC: Vince J Kaminski / Hou / ect @ ect, Shirley Crenshaw / Hou / ECT @ ECT Subjek: re: re: a / Pertanyaan program gwyn, tidak masalah. Tolong, lanjutkan dengan tutor Anda saat ini. Vince Gwyn Koepke @ Enron 10/23 / 2000 04: 22 PM ke: Vince J Kaminski / Hou / ect @ ect CC: Shirley Crenshaw / Hou / ECT @ ECT Subjek: Re: A / A Program Pertanyaan Vince, A / A / A Program tidak memiliki kontrak dengan layanan bahasa meleleh. Tampaknya dengan catatan di bawah ini dari kontak saya di departemen A / A - HR, kebijakan penggantian tampaknya didorong oleh departemen, bukan Enron pada umumnya. Seperti yang saya sebutkan sebelumnya, jika saya melanjutkan dengan tutor saya saat ini, tetapi di luar layanan bahasa Mross, biaya untuk departemen akan berkurang bagi saya untuk mengambil kelas Prancis. Tolong sarankan jika penelitian akan dapat terus mendanai pelajaran saya. Terima kasih banyak, Gwyn Koepke - - - - - - - - - - - - - - - - - - - - - - - diteruskan oleh Gwyn Koepke / Na / Enron pada 10/23 / 2000 04: 19 PM - - - - - - - - - - - - - - - - - - - - - ' : A / A Program Pertanyaan Gwyn, Di masa lalu Program Associate & Analyst digunakan untuk mengambil - biaya untuk kelas, tetapi mereka berhenti melakukannya efektif 1/99. (Meskipun, beberapa unit bisnis memutuskan untuk terus membayarnya - Anda mungkin ingin memeriksa ulang dengan unit bisnis Anda untuk apakah mereka memiliki kontrak atau tidak. . Terima kasih atas kesabaran Anda . Hormat kami, Ivonne Brown Gwyn Koepke 10/23 / 2000 01: 15 PM ke: Ivonne Brown / Na / Enron @ Enron CC: Subjek: A / A Program Pertanyaan Ivonne, apakah Anda dapat menemukan jawaban atas yang terlampir? terima kasih ! GWYN - - - - - - - - - - - - - - - - - - - - - - - - Dikeret oleh Gwyn Koepke / Na / Enron pada 10/23 / 2000 01: 14 PM - - - - - - - - - - - - - - - - - - - - - - - - - - - - ' Saat ini saya terdaftar di kelas bahasa Prancis melalui layanan bahasa Enron dan Melly, dan grup saya membayar biaya secara langsung. Saya mempertimbangkan untuk berhenti dari program bahasa Melly yang mendukung tutor pribadi luar, karena sejumlah alasan. itu akan lebih murah juga. Saya ingin tahu: 1. Apakah Enron memiliki kontrak dengan layanan bahasa Melly, untuk menjadi penyedia layanan bahasa eksklusif untuk Enron? 2. Akankah Enron membayar biaya kelas bahasa saya jika mereka ditahan di luar kontrak Melly (jika ada)? Saya hanya ingin memastikan bahwa jika saya memutuskan untuk ""putus sekolah"" dari kelas Melly dan mendaftar untuk kursus bimbingan pribadi lainnya, yang akan lebih murah daripada SVC Melly, bahwa Enron tidak akan memiliki masalah mengambil tab. Vince Kaminski, MD, ingin mengetahui hal ini, untuk memastikan tidak ada batasan hukum tentang siapa yang harus menyediakan layanan bahasa ini untuk mengamankan penggantian Enron. terima kasih atas bantuan Anda . Gwyn Koepke"
